step,time
train_batch_1,0.49434661865234375
train_batch_2,0.14919257164001465
train_batch_3,0.14944696426391602
train_batch_4,0.1493210792541504
train_batch_5,0.1473696231842041
train_batch_6,0.14830923080444336
train_batch_7,0.14824128150939941
train_batch_8,0.148848295211792
train_batch_9,0.14745593070983887
train_batch_10,0.14860749244689941
train_batch_11,0.1488628387451172
train_batch_12,0.14989805221557617
train_batch_13,0.14867806434631348
train_batch_14,0.14923095703125
train_batch_15,0.1490495204925537
train_batch_16,0.14941024780273438
train_batch_17,0.1509394645690918
train_batch_18,0.15179657936096191
train_batch_19,0.15061688423156738
train_batch_20,0.14906787872314453
train_batch_21,0.15154552459716797
train_batch_22,0.14938879013061523
train_batch_23,0.15042400360107422
train_batch_24,0.14905166625976562
train_batch_25,0.14962315559387207
train_batch_26,0.1513230800628662
train_batch_27,0.14986824989318848
train_batch_28,0.14944195747375488
train_batch_29,0.15003395080566406
train_batch_30,0.14963746070861816
train_batch_31,0.15086603164672852
train_batch_32,0.1499335765838623
train_batch_33,0.150848388671875
train_batch_34,0.14951467514038086
train_batch_35,0.1503901481628418
train_batch_36,0.15060710906982422
train_batch_37,0.14973950386047363
train_batch_38,0.1498241424560547
train_batch_39,0.1510941982269287
train_batch_40,0.1506052017211914
train_batch_41,0.15062928199768066
train_batch_42,0.15073323249816895
train_batch_43,0.15124797821044922
train_batch_44,0.15070509910583496
train_batch_45,0.14976048469543457
train_batch_46,0.1524214744567871
train_batch_47,0.1508476734161377
train_batch_48,0.15089154243469238
train_batch_49,0.15233969688415527
train_batch_50,0.1508955955505371
train_batch_51,0.15059828758239746
train_batch_52,0.15126705169677734
train_batch_53,0.15091323852539062
train_batch_54,0.15212035179138184
train_batch_55,0.15053629875183105
train_batch_56,0.15090513229370117
train_batch_57,0.15117573738098145
train_batch_58,0.1510481834411621
train_batch_59,0.15165090560913086
train_batch_60,0.15220379829406738
train_batch_61,0.1496124267578125
train_batch_62,0.15035676956176758
train_batch_63,0.13669705390930176
train_epoch,11.586146116256714
eval_batch_1,0.048287391662597656
eval_batch_2,0.043590545654296875
eval_batch_3,0.04353928565979004
eval_batch_4,0.0437312126159668
eval_batch_5,0.04315996170043945
eval_batch_6,0.04233551025390625
eval_batch_7,0.04339289665222168
eval_batch_8,0.04302406311035156
eval_batch_9,0.043398380279541016
eval_batch_10,0.043109893798828125
eval_batch_11,0.04486513137817383
eval_batch_12,0.0424799919128418
eval_batch_13,0.04393148422241211
eval_batch_14,0.0437314510345459
eval_batch_15,0.044736385345458984
eval_batch_16,0.029611587524414062
eval_epoch,1.1103875637054443
train_batch_1,0.15036773681640625
train_batch_2,0.1529839038848877
train_batch_3,0.15079879760742188
train_batch_4,0.15059566497802734
train_batch_5,0.1525557041168213
train_batch_6,0.15204381942749023
train_batch_7,0.1524491310119629
train_batch_8,0.15102601051330566
train_batch_9,0.15096044540405273
train_batch_10,0.15096187591552734
train_batch_11,0.15101099014282227
train_batch_12,0.1505262851715088
train_batch_13,0.15303349494934082
train_batch_14,0.15175962448120117
train_batch_15,0.15316343307495117
train_batch_16,0.15332269668579102
train_batch_17,0.1534440517425537
train_batch_18,0.1542344093322754
train_batch_19,0.15328192710876465
train_batch_20,0.15393805503845215
train_batch_21,0.1536717414855957
train_batch_22,0.15192127227783203
train_batch_23,0.15290069580078125
train_batch_24,0.15247130393981934
train_batch_25,0.1520535945892334
train_batch_26,0.1522369384765625
train_batch_27,0.15322041511535645
train_batch_28,0.15226960182189941
train_batch_29,0.15436267852783203
train_batch_30,0.1535329818725586
train_batch_31,0.15286469459533691
train_batch_32,0.15282773971557617
train_batch_33,0.15283942222595215
train_batch_34,0.15284156799316406
train_batch_35,0.15421628952026367
train_batch_36,0.15311503410339355
train_batch_37,0.15349841117858887
train_batch_38,0.15424036979675293
train_batch_39,0.15402817726135254
train_batch_40,0.15442442893981934
train_batch_41,0.152785062789917
train_batch_42,0.1527695655822754
train_batch_43,0.1532754898071289
train_batch_44,0.15251994132995605
train_batch_45,0.1529991626739502
train_batch_46,0.15348458290100098
train_batch_47,0.15413379669189453
train_batch_48,0.15286874771118164
train_batch_49,0.15415477752685547
train_batch_50,0.1542677879333496
train_batch_51,0.15462493896484375
train_batch_52,0.15555357933044434
train_batch_53,0.15479731559753418
train_batch_54,0.15418004989624023
train_batch_55,0.1535801887512207
train_batch_56,0.15346622467041016
train_batch_57,0.1547548770904541
train_batch_58,0.15305805206298828
train_batch_59,0.15477466583251953
train_batch_60,0.1601123809814453
train_batch_61,0.1543123722076416
train_batch_62,0.15311646461486816
train_batch_63,0.0813288688659668
train_epoch,11.379104852676392
eval_batch_1,0.0433657169342041
eval_batch_2,0.04361581802368164
eval_batch_3,0.04405522346496582
eval_batch_4,0.04217791557312012
eval_batch_5,0.04337787628173828
eval_batch_6,0.04453611373901367
eval_batch_7,0.044114112854003906
eval_batch_8,0.04395103454589844
eval_batch_9,0.04197359085083008
eval_batch_10,0.044864654541015625
eval_batch_11,0.043163299560546875
eval_batch_12,0.04320263862609863
eval_batch_13,0.04514312744140625
eval_batch_14,0.04279303550720215
eval_batch_15,0.04229092597961426
eval_batch_16,0.026991844177246094
eval_epoch,1.2635161876678467
train_batch_1,0.15245723724365234
train_batch_2,0.1547682285308838
train_batch_3,0.15422511100769043
train_batch_4,0.15240740776062012
train_batch_5,0.15433192253112793
train_batch_6,0.15435791015625
train_batch_7,0.15398621559143066
train_batch_8,0.15297269821166992
train_batch_9,0.15285539627075195
train_batch_10,0.1549680233001709
train_batch_11,0.1551361083984375
train_batch_12,0.15453886985778809
train_batch_13,0.15448665618896484
train_batch_14,0.1546316146850586
train_batch_15,0.1537632942199707
train_batch_16,0.15558648109436035
train_batch_17,0.1542341709136963
train_batch_18,0.15471982955932617
train_batch_19,0.15571308135986328
train_batch_20,0.15653085708618164
train_batch_21,0.1559450626373291
train_batch_22,0.15601134300231934
train_batch_23,0.15613055229187012
train_batch_24,0.15565109252929688
train_batch_25,0.15401506423950195
train_batch_26,0.1542665958404541
train_batch_27,0.15496206283569336
train_batch_28,0.16267800331115723
train_batch_29,0.1556539535522461
train_batch_30,0.1575624942779541
train_batch_31,0.1563577651977539
train_batch_32,0.1574726104736328
train_batch_33,0.15592122077941895
train_batch_34,0.15630078315734863
train_batch_35,0.15604734420776367
train_batch_36,0.1558525562286377
train_batch_37,0.15583395957946777
train_batch_38,0.1571793556213379
train_batch_39,0.15640830993652344
train_batch_40,0.1570723056793213
train_batch_41,0.15627479553222656
train_batch_42,0.15649127960205078
train_batch_43,0.15607023239135742
train_batch_44,0.1576392650604248
train_batch_45,0.15671062469482422
train_batch_46,0.15664291381835938
train_batch_47,0.15790247917175293
train_batch_48,0.15636968612670898
train_batch_49,0.15555262565612793
train_batch_50,0.1566314697265625
train_batch_51,0.15784096717834473
train_batch_52,0.15659236907958984
train_batch_53,0.15694069862365723
train_batch_54,0.15659117698669434
train_batch_55,0.1573352813720703
train_batch_56,0.1576709747314453
train_batch_57,0.15617895126342773
train_batch_58,0.15744805335998535
train_batch_59,0.15581154823303223
train_batch_60,0.1564655303955078
train_batch_61,0.15621733665466309
train_batch_62,0.1576704978942871
train_batch_63,0.08104324340820312
train_epoch,11.877657890319824
eval_batch_1,0.04481697082519531
eval_batch_2,0.044727325439453125
eval_batch_3,0.04475116729736328
eval_batch_4,0.044191598892211914
eval_batch_5,0.04837679862976074
eval_batch_6,0.04489779472351074
eval_batch_7,0.04298543930053711
eval_batch_8,0.04316902160644531
eval_batch_9,0.04375505447387695
eval_batch_10,0.04376053810119629
eval_batch_11,0.04436373710632324
eval_batch_12,0.04473376274108887
eval_batch_13,0.044524431228637695
eval_batch_14,0.043396711349487305
eval_batch_15,0.045212507247924805
eval_batch_16,0.028403282165527344
eval_epoch,1.271594762802124
train_batch_1,0.15455031394958496
train_batch_2,0.15594887733459473
train_batch_3,0.15561771392822266
train_batch_4,0.15656280517578125
train_batch_5,0.16099095344543457
train_batch_6,0.15680503845214844
train_batch_7,0.15649008750915527
train_batch_8,0.15738368034362793
train_batch_9,0.15703701972961426
train_batch_10,0.15767765045166016
train_batch_11,0.15978193283081055
train_batch_12,0.15742182731628418
train_batch_13,0.15780353546142578
train_batch_14,0.15755867958068848
train_batch_15,0.15715432167053223
train_batch_16,0.1574251651763916
train_batch_17,0.15572047233581543
train_batch_18,0.1572268009185791
train_batch_19,0.159104585647583
train_batch_20,0.16051173210144043
train_batch_21,0.1569507122039795
train_batch_22,0.15685558319091797
train_batch_23,0.1597898006439209
train_batch_24,0.15746784210205078
train_batch_25,0.15808534622192383
train_batch_26,0.15702080726623535
train_batch_27,0.15830469131469727
train_batch_28,0.16145825386047363
train_batch_29,0.15844464302062988
train_batch_30,0.15894460678100586
train_batch_31,0.15852069854736328
train_batch_32,0.15845012664794922
train_batch_33,0.16114354133605957
train_batch_34,0.15877914428710938
train_batch_35,0.15975522994995117
train_batch_36,0.15735936164855957
train_batch_37,0.15943670272827148
train_batch_38,0.1586441993713379
train_batch_39,0.15998220443725586
train_batch_40,0.15909552574157715
train_batch_41,0.16019535064697266
train_batch_42,0.15794706344604492
train_batch_43,0.15842461585998535
train_batch_44,0.15825986862182617
train_batch_45,0.15978670120239258
train_batch_46,0.1591038703918457
train_batch_47,0.15864229202270508
train_batch_48,0.15766286849975586
train_batch_49,0.16015911102294922
train_batch_50,0.15758013725280762
train_batch_51,0.15850281715393066
train_batch_52,0.15945816040039062
train_batch_53,0.15972566604614258
train_batch_54,0.15821528434753418
train_batch_55,0.16068267822265625
train_batch_56,0.15844106674194336
train_batch_57,0.15931177139282227
train_batch_58,0.1573324203491211
train_batch_59,0.15805935859680176
train_batch_60,0.15997004508972168
train_batch_61,0.15834784507751465
train_batch_62,0.15831899642944336
train_batch_63,0.0843806266784668
train_epoch,13.306666374206543
eval_batch_1,0.04523420333862305
eval_batch_2,0.04458141326904297
eval_batch_3,0.04678750038146973
eval_batch_4,0.04558372497558594
eval_batch_5,0.045911550521850586
eval_batch_6,0.04504585266113281
eval_batch_7,0.04662919044494629
eval_batch_8,0.044361114501953125
eval_batch_9,0.04428982734680176
eval_batch_10,0.04412698745727539
eval_batch_11,0.04509139060974121
eval_batch_12,0.0465693473815918
eval_batch_13,0.044980525970458984
eval_batch_14,0.04418754577636719
eval_batch_15,0.04537367820739746
eval_batch_16,0.029100656509399414
eval_epoch,1.1671719551086426
train_batch_1,0.1569080352783203
train_batch_2,0.15869545936584473
train_batch_3,0.16002726554870605
train_batch_4,0.1613311767578125
train_batch_5,0.1681070327758789
train_batch_6,0.16149425506591797
train_batch_7,0.16015148162841797
train_batch_8,0.15893816947937012
train_batch_9,0.16037869453430176
train_batch_10,0.16347861289978027
train_batch_11,0.16453003883361816
train_batch_12,0.16248774528503418
train_batch_13,0.16077685356140137
train_batch_14,0.1605982780456543
train_batch_15,0.1601729393005371
train_batch_16,0.16205263137817383
train_batch_17,0.16399192810058594
train_batch_18,0.16125774383544922
train_batch_19,0.16385602951049805
train_batch_20,0.16532588005065918
train_batch_21,0.16810226440429688
train_batch_22,0.16677069664001465
train_batch_23,0.1668550968170166
train_batch_24,0.1676187515258789
train_batch_25,0.18893933296203613
train_batch_26,0.2264270782470703
train_batch_27,0.17853569984436035
train_batch_28,0.1774425506591797
train_batch_29,0.17745184898376465
train_batch_30,0.17827606201171875
train_batch_31,0.17798686027526855
train_batch_32,0.17752408981323242
train_batch_33,0.17762017250061035
train_batch_34,0.17655181884765625
train_batch_35,0.17743754386901855
train_batch_36,0.17799973487854004
train_batch_37,0.1786942481994629
train_batch_38,0.17702221870422363
train_batch_39,0.1779494285583496
train_batch_40,0.1971263885498047
train_batch_41,0.23083829879760742
train_batch_42,0.2266831398010254
train_batch_43,0.2228853702545166
train_batch_44,0.183333158493042
train_batch_45,0.18594765663146973
train_batch_46,0.18370366096496582
train_batch_47,0.18768095970153809
train_batch_48,0.18543648719787598
train_batch_49,0.18610692024230957
train_batch_50,0.1858515739440918
train_batch_51,0.18393445014953613
train_batch_52,0.1854569911956787
train_batch_53,0.18662714958190918
train_batch_54,0.18610382080078125
train_batch_55,0.18627619743347168
train_batch_56,0.1857304573059082
train_batch_57,0.18517470359802246
train_batch_58,0.18471431732177734
train_batch_59,0.18658804893493652
train_batch_60,0.19259119033813477
train_batch_61,0.19809365272521973
train_batch_62,0.19387245178222656
train_batch_63,0.10224485397338867
train_epoch,13.223443746566772
eval_batch_1,0.056792259216308594
eval_batch_2,0.05540299415588379
eval_batch_3,0.05482292175292969
eval_batch_4,0.05640602111816406
eval_batch_5,0.05335521697998047
eval_batch_6,0.056180477142333984
eval_batch_7,0.05575108528137207
eval_batch_8,0.05624794960021973
eval_batch_9,0.06820344924926758
eval_batch_10,0.07385802268981934
eval_batch_11,0.07389998435974121
eval_batch_12,0.06982421875
eval_batch_13,0.07187318801879883
eval_batch_14,0.07458281517028809
eval_batch_15,0.07021594047546387
eval_batch_16,0.04689955711364746
eval_epoch,1.5325181484222412
train_batch_1,0.2282702922821045
train_batch_2,0.2346491813659668
train_batch_3,0.2325735092163086
train_batch_4,0.23482370376586914
train_batch_5,0.23289179801940918
train_batch_6,0.23526263236999512
train_batch_7,0.23693227767944336
train_batch_8,0.2307298183441162
train_batch_9,0.23199033737182617
train_batch_10,0.2292311191558838
train_batch_11,0.23471665382385254
train_batch_12,0.23471498489379883
train_batch_13,0.23562049865722656
train_batch_14,0.2324070930480957
train_batch_15,0.2357041835784912
train_batch_16,0.23368406295776367
train_batch_17,0.23587441444396973
train_batch_18,0.23358988761901855
train_batch_19,0.23639512062072754
train_batch_20,0.2349386215209961
train_batch_21,0.23227524757385254
train_batch_22,0.2332310676574707
train_batch_23,0.23229575157165527
train_batch_24,0.2349698543548584
train_batch_25,0.2359631061553955
train_batch_26,0.2373034954071045
train_batch_27,0.23643255233764648
train_batch_28,0.23720812797546387
train_batch_29,0.23584389686584473
train_batch_30,0.2363443374633789
train_batch_31,0.23508048057556152
train_batch_32,0.2373049259185791
train_batch_33,0.23650908470153809
train_batch_34,0.2367401123046875
train_batch_35,0.23821425437927246
train_batch_36,0.23594975471496582
train_batch_37,0.23701000213623047
train_batch_38,0.23642992973327637
train_batch_39,0.23643851280212402
train_batch_40,0.23645615577697754
train_batch_41,0.2366180419921875
train_batch_42,0.23575854301452637
train_batch_43,0.2362515926361084
train_batch_44,0.2364659309387207
train_batch_45,0.2359635829925537
train_batch_46,0.2355360984802246
train_batch_47,0.2369213104248047
train_batch_48,0.23549294471740723
train_batch_49,0.2353198528289795
train_batch_50,0.2364811897277832
train_batch_51,0.23753690719604492
train_batch_52,0.23700928688049316
train_batch_53,0.2322089672088623
train_batch_54,0.23529958724975586
train_batch_55,0.23661470413208008
train_batch_56,0.23525452613830566
train_batch_57,0.2365267276763916
train_batch_58,0.23785734176635742
train_batch_59,0.23633360862731934
train_batch_60,0.23734617233276367
train_batch_61,0.23685193061828613
train_batch_62,0.2372739315032959
train_batch_63,0.12535333633422852
train_epoch,17.213080167770386
eval_batch_1,0.07456088066101074
eval_batch_2,0.07516145706176758
eval_batch_3,0.07487130165100098
eval_batch_4,0.07465147972106934
eval_batch_5,0.07444620132446289
eval_batch_6,0.07413411140441895
eval_batch_7,0.07438087463378906
eval_batch_8,0.0747828483581543
eval_batch_9,0.07478070259094238
eval_batch_10,0.07447504997253418
eval_batch_11,0.07478094100952148
eval_batch_12,0.07444357872009277
eval_batch_13,0.07392501831054688
eval_batch_14,0.07413673400878906
eval_batch_15,0.07441520690917969
eval_batch_16,0.04734921455383301
eval_epoch,1.6861891746520996
train_batch_1,0.23631596565246582
train_batch_2,0.2363741397857666
train_batch_3,0.23608708381652832
train_batch_4,0.23664283752441406
train_batch_5,0.2364513874053955
train_batch_6,0.23563718795776367
train_batch_7,0.2357492446899414
train_batch_8,0.23688077926635742
train_batch_9,0.23732495307922363
train_batch_10,0.23598814010620117
train_batch_11,0.23572015762329102
train_batch_12,0.23668217658996582
train_batch_13,0.23673319816589355
train_batch_14,0.23664546012878418
train_batch_15,0.23584771156311035
train_batch_16,0.23731279373168945
train_batch_17,0.23612308502197266
train_batch_18,0.2362048625946045
train_batch_19,0.23626303672790527
train_batch_20,0.2364790439605713
train_batch_21,0.23616409301757812
train_batch_22,0.23639678955078125
train_batch_23,0.23550915718078613
train_batch_24,0.2363429069519043
train_batch_25,0.6566271781921387
train_batch_26,0.6660342216491699
train_batch_27,0.23590803146362305
train_batch_28,0.23813843727111816
train_batch_29,0.2371518611907959
train_batch_30,0.28340911865234375
train_batch_31,0.6761014461517334
train_batch_32,0.6769282817840576
train_batch_33,0.6669611930847168
train_batch_34,0.6506228446960449
train_batch_35,0.6554622650146484
train_batch_36,0.6668250560760498
train_batch_37,0.6652450561523438
train_batch_38,0.677370548248291
train_batch_39,0.672088623046875
train_batch_40,0.6782352924346924
train_batch_41,0.6520957946777344
train_batch_42,0.6530032157897949
train_batch_43,0.6684930324554443
train_batch_44,0.6616034507751465
train_batch_45,0.6689872741699219
train_batch_46,0.669029951095581
train_batch_47,0.6684439182281494
train_batch_48,0.6690628528594971
train_batch_49,0.6684041023254395
train_batch_50,0.668738603591919
train_batch_51,0.6637454032897949
train_batch_52,0.671422004699707
train_batch_53,0.6718862056732178
train_batch_54,0.6684553623199463
train_batch_55,0.6673340797424316
train_batch_56,0.6656925678253174
train_batch_57,0.6799657344818115
train_batch_58,0.6664018630981445
train_batch_59,0.6705591678619385
train_batch_60,0.6722965240478516
train_batch_61,0.6641397476196289
train_batch_62,0.6701948642730713
train_batch_63,0.3380775451660156
train_epoch,31.843786478042603
eval_batch_1,0.19436264038085938
eval_batch_2,0.1982104778289795
eval_batch_3,0.1748027801513672
eval_batch_4,0.1973879337310791
eval_batch_5,0.19397783279418945
eval_batch_6,0.1893303394317627
eval_batch_7,0.20148515701293945
eval_batch_8,0.1862778663635254
eval_batch_9,0.22617197036743164
eval_batch_10,0.22671771049499512
eval_batch_11,0.22652173042297363
eval_batch_12,0.22543835639953613
eval_batch_13,0.22716259956359863
eval_batch_14,0.22594952583312988
eval_batch_15,0.22740411758422852
eval_batch_16,0.14492177963256836
eval_epoch,3.8276946544647217
train_batch_1,0.6978256702423096
train_batch_2,0.699061393737793
train_batch_3,0.6988556385040283
train_batch_4,0.6986191272735596
train_batch_5,0.6992611885070801
train_batch_6,0.6990022659301758
train_batch_7,0.6991865634918213
train_batch_8,0.6995153427124023
train_batch_9,0.6990103721618652
train_batch_10,0.6982791423797607
train_batch_11,0.6983053684234619
train_batch_12,0.6984527111053467
train_batch_13,0.6987392902374268
train_batch_14,0.6989395618438721
train_batch_15,0.7000889778137207
train_batch_16,0.6990463733673096
train_batch_17,0.6984982490539551
train_batch_18,0.6982376575469971
train_batch_19,0.6983013153076172
train_batch_20,0.6981775760650635
train_batch_21,0.6991798877716064
train_batch_22,0.699608325958252
train_batch_23,0.6986067295074463
train_batch_24,0.7006685733795166
train_batch_25,0.698887825012207
train_batch_26,0.6993386745452881
train_batch_27,0.6989352703094482
train_batch_28,0.7000563144683838
train_batch_29,0.699286937713623
train_batch_30,0.6993639469146729
train_batch_31,0.699852705001831
train_batch_32,0.7000894546508789
train_batch_33,0.6991300582885742
train_batch_34,0.6989965438842773
train_batch_35,0.6993532180786133
train_batch_36,0.6984672546386719
train_batch_37,0.6988818645477295
train_batch_38,0.6991729736328125
train_batch_39,0.6997182369232178
train_batch_40,0.6991078853607178
train_batch_41,0.6988358497619629
train_batch_42,0.6983668804168701
train_batch_43,0.6994895935058594
train_batch_44,0.7009601593017578
train_batch_45,0.6994614601135254
train_batch_46,0.6982526779174805
train_batch_47,0.6988677978515625
train_batch_48,0.7007732391357422
train_batch_49,0.6985740661621094
train_batch_50,0.6986582279205322
train_batch_51,0.6995291709899902
train_batch_52,0.6978950500488281
train_batch_53,0.698422908782959
train_batch_54,0.6988835334777832
train_batch_55,0.701042652130127
train_batch_56,0.6991269588470459
train_batch_57,0.6995651721954346
train_batch_58,0.6997804641723633
train_batch_59,0.6986422538757324
train_batch_60,0.7057905197143555
train_batch_61,1.0748891830444336
train_batch_62,0.8615570068359375
train_batch_63,1.5629377365112305
train_epoch,52.01996302604675
eval_batch_1,0.3118326663970947
eval_batch_2,0.31355977058410645
eval_batch_3,0.32135629653930664
eval_batch_4,0.27530503273010254
eval_batch_5,0.23790907859802246
eval_batch_6,0.23965024948120117
eval_batch_7,0.27363109588623047
eval_batch_8,0.2682216167449951
eval_batch_9,0.2371842861175537
eval_batch_10,0.23997187614440918
eval_batch_11,0.44773173332214355
eval_batch_12,0.23798131942749023
eval_batch_13,0.25278472900390625
eval_batch_14,0.3811643123626709
eval_batch_15,0.13860130310058594
eval_batch_16,0.15390801429748535
eval_epoch,29.72530198097229
train_batch_1,0.4683659076690674
